player,team,pos,90s,shots,tackles_won,interceptions,league,season,shots_p90,tackles_won_p90,interceptions_p90
Alex Palmer,Ipswich Town,GK,13.0,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Ali Al Hamadi,Ipswich Town,FW,1.5,4,0,0,ENG-Premier League,2425,2.6666666666666665,0.0,0.0
Arijanet Muric,Ipswich Town,GK,18.0,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Axel Tuanzebe,Ipswich Town,DF,19.0,4,19,22,ENG-Premier League,2425,0.21052631578947367,1.0,1.1578947368421053
Ben Godfrey,Ipswich Town,DF,1.8,0,0,2,ENG-Premier League,2425,0.0,0.0,1.1111111111111112
Ben Johnson,Ipswich Town,"MF,DF",15.0,7,20,13,ENG-Premier League,2425,0.4666666666666667,1.3333333333333333,0.8666666666666667
Cameron Burgess,Ipswich Town,DF,17.1,10,13,10,ENG-Premier League,2425,0.5847953216374269,0.7602339181286549,0.5847953216374269
Chiedozie Ogbene,Ipswich Town,MF,2.6,0,3,1,ENG-Premier League,2425,0.0,1.1538461538461537,0.3846153846153846
Christian Walton,Ipswich Town,GK,7.0,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Conor Chaplin,Ipswich Town,"MF,FW",9.5,16,5,3,ENG-Premier League,2425,1.6842105263157894,0.5263157894736842,0.3157894736842105
Conor Townsend,Ipswich Town,DF,3.7,1,7,5,ENG-Premier League,2425,0.27027027027027023,1.8918918918918919,1.3513513513513513
Dara O'Shea,Ipswich Town,DF,34.7,22,30,33,ENG-Premier League,2425,0.6340057636887607,0.8645533141210374,0.9510086455331411
George Hirst,Ipswich Town,FW,7.3,14,3,2,ENG-Premier League,2425,1.9178082191780823,0.4109589041095891,0.273972602739726
Harry Clarke,Ipswich Town,DF,4.2,1,3,3,ENG-Premier League,2425,0.23809523809523808,0.7142857142857143,0.7142857142857143
Jack Clarke,Ipswich Town,MF,13.1,17,18,7,ENG-Premier League,2425,1.297709923664122,1.3740458015267176,0.5343511450381679
Jack Taylor,Ipswich Town,MF,9.6,19,11,9,ENG-Premier League,2425,1.9791666666666667,1.1458333333333335,0.9375
Jacob Greaves,Ipswich Town,DF,24.5,10,22,21,ENG-Premier League,2425,0.40816326530612246,0.8979591836734694,0.8571428571428571
Jaden Philogene Bidace,Ipswich Town,MF,5.3,12,7,8,ENG-Premier League,2425,2.2641509433962264,1.3207547169811322,1.509433962264151
Jens Cajuste,Ipswich Town,MF,21.8,12,22,29,ENG-Premier League,2425,0.5504587155963303,1.0091743119266054,1.3302752293577982
Julio Enciso,Ipswich Town,MF,9.7,32,9,1,ENG-Premier League,2425,3.2989690721649487,0.9278350515463918,0.10309278350515465
Kalvin Phillips,Ipswich Town,MF,13.7,11,20,18,ENG-Premier League,2425,0.8029197080291971,1.4598540145985401,1.3138686131386863
Leif Davis,Ipswich Town,DF,30.5,16,28,25,ENG-Premier League,2425,0.5245901639344263,0.9180327868852459,0.819672131147541
Liam Delap,Ipswich Town,FW,28.8,68,8,2,ENG-Premier League,2425,2.361111111111111,0.2777777777777778,0.06944444444444445
Luke Woolfenden,Ipswich Town,DF,13.2,1,6,21,ENG-Premier League,2425,0.07575757575757576,0.4545454545454546,1.590909090909091
Marcus Harness,Ipswich Town,"FW,MF",0.5,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Massimo Luongo,Ipswich Town,MF,2.2,0,6,3,ENG-Premier League,2425,0.0,2.727272727272727,1.3636363636363635
Nathan Broadhead,Ipswich Town,MF,7.8,13,4,4,ENG-Premier League,2425,1.6666666666666667,0.5128205128205129,0.5128205128205129
Omari Hutchinson,Ipswich Town,MF,28.7,45,13,11,ENG-Premier League,2425,1.5679442508710801,0.4529616724738676,0.3832752613240418
Sam Morsy,Ipswich Town,MF,30.6,13,39,28,ENG-Premier League,2425,0.42483660130718953,1.2745098039215685,0.9150326797385621
Sammie Szmodics,Ipswich Town,MF,11.0,21,12,5,ENG-Premier League,2425,1.9090909090909092,1.0909090909090908,0.45454545454545453
Wes Burns,Ipswich Town,MF,10.3,7,11,10,ENG-Premier League,2425,0.6796116504854368,1.0679611650485437,0.9708737864077669
Abdul Fatawu Issahaku,Leicester City,"MF,FW",6.4,13,15,4,ENG-Premier League,2425,2.03125,2.34375,0.625
Bilal El Khannouss,Leicester City,MF,24.2,30,30,5,ENG-Premier League,2425,1.2396694214876034,1.2396694214876034,0.2066115702479339
Bobby De Cordova-Reid,Leicester City,"MF,FW",8.3,7,3,1,ENG-Premier League,2425,0.8433734939759036,0.36144578313253006,0.12048192771084336
Boubakary Soumaré,Leicester City,MF,24.1,7,19,27,ENG-Premier League,2425,0.2904564315352697,0.7883817427385892,1.120331950207469
Caleb Okoli,Leicester City,DF,12.5,4,14,15,ENG-Premier League,2425,0.32,1.12,1.2
Conor Coady,Leicester City,DF,19.0,2,9,12,ENG-Premier League,2425,0.10526315789473684,0.47368421052631576,0.631578947368421
Danny Ward,Leicester City,GK,1.5,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Facundo Buonanotte,Leicester City,"MF,FW",16.9,36,33,13,ENG-Premier League,2425,2.1301775147928996,1.9526627218934913,0.7692307692307693
Hamza Choudhury,Leicester City,MF,1.5,0,1,5,ENG-Premier League,2425,0.0,0.6666666666666666,3.3333333333333335
Harry Winks,Leicester City,MF,17.1,10,10,8,ENG-Premier League,2425,0.5847953216374269,0.5847953216374269,0.4678362573099415
Jake Evans,Leicester City,MF,0.3,0,1,0,ENG-Premier League,2425,0.0,3.3333333333333335,0.0
Jakub Stolarczyk,Leicester City,GK,10.0,0,1,0,ENG-Premier League,2425,0.0,0.1,0.0
James Justin,Leicester City,"DF,MF",32.4,25,38,44,ENG-Premier League,2425,0.7716049382716049,1.1728395061728396,1.3580246913580247
Jamie Vardy,Leicester City,FW,31.4,58,12,5,ENG-Premier League,2425,1.8471337579617835,0.3821656050955414,0.15923566878980894
Jannik Vestergaard,Leicester City,DF,15.5,3,10,15,ENG-Premier League,2425,0.1935483870967742,0.6451612903225806,0.967741935483871
Jeremy Monga,Leicester City,FW,1.2,3,1,0,ENG-Premier League,2425,2.5,0.8333333333333334,0.0
Jordan Ayew,Leicester City,MF,18.2,32,14,11,ENG-Premier League,2425,1.7582417582417582,0.7692307692307693,0.6043956043956045
Kasey McAteer,Leicester City,MF,9.5,13,15,2,ENG-Premier League,2425,1.368421052631579,1.5789473684210527,0.21052631578947367
Luke Thomas,Leicester City,DF,12.3,5,25,20,ENG-Premier League,2425,0.4065040650406504,2.0325203252032518,1.6260162601626016
Mads Hermansen,Leicester City,GK,26.5,0,1,0,ENG-Premier League,2425,0.0,0.03773584905660377,0.0
Odsonne Édouard,Leicester City,FW,0.3,0,1,0,ENG-Premier League,2425,0.0,3.3333333333333335,0.0
Oliver Skipp,Leicester City,MF,12.5,5,4,12,ENG-Premier League,2425,0.4,0.32,0.96
Patson Daka,Leicester City,"MF,FW",8.2,15,10,1,ENG-Premier League,2425,1.829268292682927,1.2195121951219514,0.12195121951219513
Ricardo Pereira,Leicester City,DF,4.3,2,7,4,ENG-Premier League,2425,0.46511627906976744,1.627906976744186,0.9302325581395349
Stephy Mavididi,Leicester City,MF,17.9,26,20,8,ENG-Premier League,2425,1.452513966480447,1.11731843575419,0.446927374301676
Victor Bernth Kristiansen,Leicester City,"DF,MF",27.6,3,51,37,ENG-Premier League,2425,0.10869565217391304,1.8478260869565217,1.3405797101449275
Wilfred Ndidi,Leicester City,MF,25.8,22,48,27,ENG-Premier League,2425,0.8527131782945736,1.8604651162790697,1.0465116279069766
Wout Faes,Leicester City,DF,31.3,12,28,22,ENG-Premier League,2425,0.38338658146964855,0.8945686900958466,0.7028753993610224
Woyo Coulibaly,Leicester City,DF,1.2,2,4,5,ENG-Premier League,2425,1.6666666666666667,3.3333333333333335,4.166666666666667
Alexis Mac Allister,Liverpool,MF,28.9,38,59,22,ENG-Premier League,2425,1.3148788927335642,2.041522491349481,0.7612456747404844
Alisson,Liverpool,GK,27.9,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Andy Robertson,Liverpool,DF,27.6,15,21,21,ENG-Premier League,2425,0.5434782608695652,0.7608695652173912,0.7608695652173912
Caoimhín Kelleher,Liverpool,GK,10.0,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Cody Gakpo,Liverpool,MF,21.5,57,17,12,ENG-Premier League,2425,2.6511627906976742,0.7906976744186046,0.5581395348837209
Conor Bradley,Liverpool,DF,8.4,10,10,3,ENG-Premier League,2425,1.1904761904761905,1.1904761904761905,0.35714285714285715
Curtis Jones,Liverpool,"MF,DF",19.0,34,22,7,ENG-Premier League,2425,1.7894736842105263,1.1578947368421053,0.3684210526315789
Darwin Núñez,Liverpool,FW,12.6,34,18,4,ENG-Premier League,2425,2.6984126984126986,1.4285714285714286,0.31746031746031744
Diogo Jota,Liverpool,FW,13.3,51,9,8,ENG-Premier League,2425,3.834586466165413,0.6766917293233082,0.6015037593984962
Dominik Szoboszlai,Liverpool,MF,27.7,67,23,9,ENG-Premier League,2425,2.4187725631768955,0.8303249097472925,0.3249097472924188
Federico Chiesa,Liverpool,FW,1.2,5,0,0,ENG-Premier League,2425,4.166666666666667,0.0,0.0
Harvey Elliott,Liverpool,MF,4.1,17,3,1,ENG-Premier League,2425,4.146341463414634,0.7317073170731708,0.24390243902439027
Ibrahima Konaté,Liverpool,DF,28.4,19,28,19,ENG-Premier League,2425,0.6690140845070423,0.9859154929577465,0.6690140845070423
Jarell Quansah,Liverpool,DF,5.5,1,8,7,ENG-Premier League,2425,0.18181818181818182,1.4545454545454546,1.2727272727272727
Jayden Danns,Liverpool,FW,0.1,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Joe Gomez,Liverpool,DF,5.8,3,10,7,ENG-Premier League,2425,0.5172413793103449,1.7241379310344829,1.206896551724138
Kostas Tsimikas,Liverpool,DF,9.3,4,19,10,ENG-Premier League,2425,0.4301075268817204,2.043010752688172,1.075268817204301
Luis Díaz,Liverpool,"FW,MF",26.7,71,27,7,ENG-Premier League,2425,2.659176029962547,1.0112359550561798,0.2621722846441948
Mohamed Salah,Liverpool,MF,37.5,130,11,9,ENG-Premier League,2425,3.466666666666667,0.29333333333333333,0.24
Ryan Gravenberch,Liverpool,MF,35.1,20,37,56,ENG-Premier League,2425,0.5698005698005698,1.054131054131054,1.5954415954415955
Trent Alexander-Arnold,Liverpool,DF,26.3,45,49,31,ENG-Premier League,2425,1.7110266159695817,1.8631178707224334,1.1787072243346006
Virgil van Dijk,Liverpool,DF,37.0,26,20,54,ENG-Premier League,2425,0.7027027027027027,0.5405405405405406,1.4594594594594594
Vitezslav Jaros,Liverpool,GK,0.1,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Wataru Endo,Liverpool,MF,3.0,0,8,6,ENG-Premier League,2425,0.0,2.6666666666666665,2.0
Abdukodir Khusanov,Manchester City,DF,5.6,1,4,3,ENG-Premier League,2425,0.17857142857142858,0.7142857142857143,0.5357142857142857
Bernardo Silva,Manchester City,MF,29.7,32,35,21,ENG-Premier League,2425,1.0774410774410774,1.1784511784511784,0.7070707070707071
Claudio Echeverri,Manchester City,MF,0.1,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Divin Mubama,Manchester City,FW,0.3,1,0,0,ENG-Premier League,2425,3.3333333333333335,0.0,0.0
Ederson Moraes,Manchester City,GK,25.8,0,0,1,ENG-Premier League,2425,0.0,0.0,0.03875968992248062
Erling Haaland,Manchester City,FW,30.4,109,6,5,ENG-Premier League,2425,3.585526315789474,0.19736842105263158,0.16447368421052633
Jack Grealish,Manchester City,"MF,FW",8.0,15,4,2,ENG-Premier League,2425,1.875,0.5,0.25
Jahmai Simpson-Pusey,Manchester City,DF,1.1,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
James Mcatee,Manchester City,MF,3.9,12,1,2,ENG-Premier League,2425,3.076923076923077,0.25641025641025644,0.5128205128205129
Jeremy Doku,Manchester City,"MF,FW",16.8,29,23,3,ENG-Premier League,2425,1.726190476190476,1.369047619047619,0.17857142857142858
John Stones,Manchester City,DF,6.1,2,3,4,ENG-Premier League,2425,0.3278688524590164,0.49180327868852464,0.6557377049180328
Joško Gvardiol,Manchester City,DF,36.4,40,38,42,ENG-Premier League,2425,1.098901098901099,1.043956043956044,1.153846153846154
Kevin De Bruyne,Manchester City,"MF,FW",18.9,57,9,7,ENG-Premier League,2425,3.0158730158730163,0.4761904761904762,0.3703703703703704
Kyle Walker,Manchester City,DF,10.8,5,10,3,ENG-Premier League,2425,0.4629629629629629,0.9259259259259258,0.27777777777777773
Manuel Akanji,Manchester City,"DF,MF",22.4,15,11,9,ENG-Premier League,2425,0.6696428571428572,0.4910714285714286,0.4017857142857143
Mateo Kovačić,Manchester City,"MF,DF",24.4,45,39,22,ENG-Premier League,2425,1.8442622950819674,1.598360655737705,0.9016393442622951
Matheus Nunes,Manchester City,"DF,MF",18.6,9,21,14,ENG-Premier League,2425,0.48387096774193544,1.129032258064516,0.7526881720430108
Nathan Aké,Manchester City,DF,7.5,3,6,3,ENG-Premier League,2425,0.4,0.8,0.4
Nico O'Reilly,Manchester City,DF,5.9,8,4,4,ENG-Premier League,2425,1.3559322033898304,0.6779661016949152,0.6779661016949152
Nicolás González,Manchester City,MF,8.4,9,4,8,ENG-Premier League,2425,1.0714285714285714,0.47619047619047616,0.9523809523809523
Omar Marmoush,Manchester City,"MF,FW",13.1,49,8,6,ENG-Premier League,2425,3.740458015267176,0.6106870229007634,0.4580152671755725
Oscar Bobb,Manchester City,"FW,MF",0.2,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Phil Foden,Manchester City,"MF,FW",19.7,54,5,9,ENG-Premier League,2425,2.7411167512690358,0.25380710659898476,0.4568527918781726
Rico Lewis,Manchester City,"DF,MF",21.0,10,17,14,ENG-Premier League,2425,0.47619047619047616,0.8095238095238095,0.6666666666666666
Rodri,Manchester City,MF,0.8,0,1,1,ENG-Premier League,2425,0.0,1.25,1.25
Rúben Dias,Manchester City,"DF,MF",25.2,21,11,19,ENG-Premier League,2425,0.8333333333333334,0.4365079365079365,0.753968253968254
Stefan Ortega,Manchester City,GK,12.2,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Sávio,Manchester City,"MF,FW",19.6,55,17,4,ENG-Premier League,2425,2.8061224489795915,0.8673469387755102,0.2040816326530612
İlkay Gündoğan,Manchester City,MF,24.7,27,13,14,ENG-Premier League,2425,1.0931174089068827,0.5263157894736842,0.5668016194331984
Alejandro Garnacho,Manchester Utd,MF,24.4,84,16,13,ENG-Premier League,2425,3.4426229508196724,0.6557377049180328,0.5327868852459017
Altay Bayındır,Manchester Utd,GK,4.0,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Amad Diallo,Manchester Utd,"MF,FW",21.1,47,31,10,ENG-Premier League,2425,2.2274881516587675,1.4691943127962084,0.4739336492890995
André Onana,Manchester Utd,GK,34.0,0,2,0,ENG-Premier League,2425,0.0,0.058823529411764705,0.0
Antony,Manchester Utd,"FW,MF",1.6,6,3,2,ENG-Premier League,2425,3.75,1.875,1.25
Ayden Heaven,Manchester Utd,DF,1.9,2,3,4,ENG-Premier League,2425,1.0526315789473684,1.5789473684210527,2.1052631578947367
Bruno Fernandes,Manchester Utd,MF,33.5,96,52,26,ENG-Premier League,2425,2.8656716417910446,1.5522388059701493,0.7761194029850746
Casemiro,Manchester Utd,MF,16.6,32,52,15,ENG-Premier League,2425,1.9277108433734937,3.1325301204819276,0.9036144578313252
Chidozie Obi-Martin,Manchester Utd,FW,1.8,5,1,0,ENG-Premier League,2425,2.7777777777777777,0.5555555555555556,0.0
Christian Eriksen,Manchester Utd,MF,11.8,15,8,7,ENG-Premier League,2425,1.271186440677966,0.6779661016949152,0.5932203389830508
Diogo Dalot,Manchester Utd,"MF,DF",31.3,24,38,35,ENG-Premier League,2425,0.7667731629392971,1.2140575079872205,1.1182108626198082
Harry Amass,Manchester Utd,MF,3.8,3,2,2,ENG-Premier League,2425,0.7894736842105263,0.5263157894736842,0.5263157894736842
Harry Maguire,Manchester Utd,DF,19.5,15,16,37,ENG-Premier League,2425,0.7692307692307693,0.8205128205128205,1.8974358974358974
Jonny Evans,Manchester Utd,DF,3.5,2,6,5,ENG-Premier League,2425,0.5714285714285714,1.7142857142857142,1.4285714285714286
Joshua Zirkzee,Manchester Utd,"FW,MF",15.6,28,8,6,ENG-Premier League,2425,1.794871794871795,0.5128205128205129,0.38461538461538464
Kobbie Mainoo,Manchester Utd,MF,18.3,15,28,19,ENG-Premier League,2425,0.819672131147541,1.530054644808743,1.0382513661202186
Leny Yoro,Manchester Utd,DF,12.9,5,11,17,ENG-Premier League,2425,0.38759689922480617,0.8527131782945736,1.317829457364341
Lisandro Martínez,Manchester Utd,DF,19.5,17,24,31,ENG-Premier League,2425,0.8717948717948718,1.2307692307692308,1.5897435897435896
Luke Shaw,Manchester Utd,DF,3.9,1,3,2,ENG-Premier League,2425,0.25641025641025644,0.7692307692307693,0.5128205128205129
Manuel Ugarte,Manchester Utd,MF,19.8,19,50,26,ENG-Premier League,2425,0.9595959595959596,2.525252525252525,1.3131313131313131
Marcus Rashford,Manchester Utd,MF,10.9,16,4,5,ENG-Premier League,2425,1.4678899082568806,0.36697247706422015,0.4587155963302752
Mason Mount,Manchester Utd,"MF,FW",6.9,20,5,4,ENG-Premier League,2425,2.898550724637681,0.7246376811594203,0.5797101449275363
Matthijs de Ligt,Manchester Utd,DF,23.6,18,22,32,ENG-Premier League,2425,0.7627118644067796,0.9322033898305084,1.3559322033898304
Noussair Mazraoui,Manchester Utd,"DF,MF",31.5,13,71,35,ENG-Premier League,2425,0.4126984126984127,2.253968253968254,1.1111111111111112
Patrick Dorgu,Manchester Utd,MF,9.4,10,23,3,ENG-Premier League,2425,1.0638297872340425,2.4468085106382977,0.3191489361702127
Rasmus Højlund,Manchester Utd,FW,22.3,32,1,2,ENG-Premier League,2425,1.4349775784753362,0.04484304932735426,0.08968609865470852
Scott McTominay,Manchester Utd,MF,0.2,1,0,0,ENG-Premier League,2425,5.0,0.0,0.0
Toby Collyer,Manchester Utd,MF,2.0,1,9,3,ENG-Premier League,2425,0.5,4.5,1.5
Tyler Fredricson,Manchester Utd,DF,1.8,0,3,1,ENG-Premier League,2425,0.0,1.6666666666666665,0.5555555555555556
Tyrell Malacia,Manchester Utd,MF,1.1,0,1,2,ENG-Premier League,2425,0.0,0.9090909090909091,1.8181818181818181
Victor Lindelöf,Manchester Utd,DF,7.8,0,2,7,ENG-Premier League,2425,0.0,0.25641025641025644,0.8974358974358975
Alexander Isak,Newcastle,FW,30.6,99,5,3,ENG-Premier League,2425,3.235294117647059,0.16339869281045752,0.09803921568627451
Anthony Gordon,Newcastle,"FW,MF",27.0,59,17,6,ENG-Premier League,2425,2.185185185185185,0.6296296296296297,0.2222222222222222
Bruno Guimarães,Newcastle,MF,36.3,45,47,28,ENG-Premier League,2425,1.2396694214876034,1.2947658402203859,0.7713498622589532
Callum Wilson,Newcastle,FW,4.1,6,2,1,ENG-Premier League,2425,1.4634146341463417,0.48780487804878053,0.24390243902439027
Dan Burn,Newcastle,DF,37.0,22,25,27,ENG-Premier League,2425,0.5945945945945946,0.6756756756756757,0.7297297297297297
Emil Krafth,Newcastle,DF,3.8,1,1,3,ENG-Premier League,2425,0.2631578947368421,0.2631578947368421,0.7894736842105263
Fabian Schär,Newcastle,DF,32.6,40,20,43,ENG-Premier League,2425,1.2269938650306749,0.6134969325153374,1.3190184049079754
Harvey Barnes,Newcastle,"FW,MF",19.5,63,9,6,ENG-Premier League,2425,3.230769230769231,0.46153846153846156,0.3076923076923077
Jacob Murphy,Newcastle,"FW,MF",26.2,43,18,11,ENG-Premier League,2425,1.6412213740458015,0.6870229007633588,0.41984732824427484
Joe Willock,Newcastle,MF,12.1,18,18,7,ENG-Premier League,2425,1.4876033057851241,1.4876033057851241,0.578512396694215
Joelinton,Newcastle,"MF,FW",26.6,45,35,20,ENG-Premier League,2425,1.6917293233082706,1.3157894736842104,0.7518796992481203
Kieran Trippier,Newcastle,DF,14.5,4,22,11,ENG-Premier League,2425,0.27586206896551724,1.5172413793103448,0.7586206896551724
Lewis Hall,Newcastle,DF,24.3,11,40,17,ENG-Premier League,2425,0.45267489711934156,1.646090534979424,0.6995884773662551
Lewis Miley,Newcastle,MF,3.5,3,11,2,ENG-Premier League,2425,0.8571428571428571,3.142857142857143,0.5714285714285714
Lloyd Kelly,Newcastle,DF,3.4,3,4,1,ENG-Premier League,2425,0.8823529411764706,1.1764705882352942,0.29411764705882354
Martin Dúbravka,Newcastle,GK,10.0,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Matt Targett,Newcastle,"DF,MF",0.2,0,0,1,ENG-Premier League,2425,0.0,0.0,5.0
Miguel Almirón,Newcastle,FW,1.7,6,2,0,ENG-Premier League,2425,3.5294117647058822,1.1764705882352942,0.0
Nick Pope,Newcastle,GK,28.0,0,0,1,ENG-Premier League,2425,0.0,0.0,0.03571428571428571
Sandro Tonali,Newcastle,MF,29.2,35,32,32,ENG-Premier League,2425,1.1986301369863015,1.095890410958904,1.095890410958904
Sean Longstaff,Newcastle,MF,8.9,6,15,7,ENG-Premier League,2425,0.6741573033707865,1.6853932584269662,0.7865168539325842
Sven Botman,Newcastle,DF,4.6,5,8,5,ENG-Premier League,2425,1.0869565217391306,1.7391304347826089,1.0869565217391306
Tino Livramento,Newcastle,DF,31.6,6,34,26,ENG-Premier League,2425,0.18987341772151897,1.0759493670886076,0.8227848101265822
William Osula,Newcastle,FW,1.5,4,0,3,ENG-Premier League,2425,2.6666666666666665,0.0,2.0
Anthony Elanga,Nottingham,"MF,FW",27.8,44,15,6,ENG-Premier League,2425,1.5827338129496402,0.539568345323741,0.2158273381294964
Callum Hudson-Odoi,Nottingham,MF,24.4,37,16,13,ENG-Premier League,2425,1.5163934426229508,0.6557377049180328,0.5327868852459017
Chris Wood,Nottingham,FW,32.9,68,5,6,ENG-Premier League,2425,2.066869300911854,0.1519756838905775,0.182370820668693
Danilo Santos,Nottingham,MF,3.1,0,3,4,ENG-Premier League,2425,0.0,0.9677419354838709,1.2903225806451613
Elliot Anderson,Nottingham,MF,30.3,40,55,29,ENG-Premier League,2425,1.3201320132013201,1.8151815181518152,0.957095709570957
Eric da Silva Moreira,Nottingham,DF,0.3,0,2,1,ENG-Premier League,2425,0.0,6.666666666666667,3.3333333333333335
Harry Toffolo,Nottingham,DF,1.5,1,3,1,ENG-Premier League,2425,0.6666666666666666,2.0,0.6666666666666666
Ibrahim Sangaré,Nottingham,MF,6.6,1,13,7,ENG-Premier League,2425,0.15151515151515152,1.9696969696969697,1.0606060606060606
James Ward-Prowse,Nottingham,MF,4.4,2,1,5,ENG-Premier League,2425,0.45454545454545453,0.22727272727272727,1.1363636363636362
Jota Silva,Nottingham,MF,9.5,23,16,11,ENG-Premier League,2425,2.4210526315789473,1.6842105263157894,1.1578947368421053
Matz Sels,Nottingham,GK,38.0,0,1,0,ENG-Premier League,2425,0.0,0.02631578947368421,0.0
Morato,Nottingham,DF,10.1,2,14,9,ENG-Premier League,2425,0.19801980198019803,1.3861386138613863,0.8910891089108911
Morgan Gibbs-White,Nottingham,MF,31.1,61,21,22,ENG-Premier League,2425,1.9614147909967845,0.67524115755627,0.7073954983922829
Murillo,Nottingham,DF,35.4,25,39,36,ENG-Premier League,2425,0.7062146892655368,1.1016949152542372,1.0169491525423728
Neco Williams,Nottingham,"DF,MF",28.8,37,57,30,ENG-Premier League,2425,1.284722222222222,1.9791666666666665,1.0416666666666667
